E [keV],epsilon (3 mm),epsilon (30 mm),epsilon (80 mm),epsilon (120 mm),epsilon (250 mm)
328,6.67624E+01,1.91093E+01,6.25095E+00,3.31799E+00,9.18005E-01
329,6.65500E+01,1.90506E+01,6.23226E+00,3.30838E+00,9.15304E-01
330,6.63390E+01,1.89922E+01,6.21368E+00,3.29883E+00,9.12618E-01
331,6.61293E+01,1.89342E+01,6.19521E+00,3.28933E+00,9.09946E-01
332,6.59210E+01,1.88765E+01,6.17684E+00,3.27988E+00,9.07290E-01
333,6.57140E+01,1.88192E+01,6.15859E+00,3.27049E+00,9.04649E-01
334,6.55083E+01,1.87623E+01,6.14044E+00,3.26115E+00,9.02022E-01
335,6.53039E+01,1.87057E+01,6.12239E+00,3.25186E+00,8.99411E-01
336,6.51008E+01,1.86494E+01,6.10446E+00,3.24263E+00,8.96813E-01
337,6.48990E+01,1.85935E+01,6.08662E+00,3.23345E+00,8.94231E-01
338,6.46985E+01,1.85379E+01,6.06889E+00,3.22432E+00,8.91662E-01
339,6.44993E+01,1.84827E+01,6.05126E+00,3.21524E+00,8.89108E-01
340,6.43013E+01,1.84278E+01,6.03374E+00,3.20621E+00,8.86568E-01
341,6.41046E+01,1.83732E+01,6.01631E+00,3.19724E+00,8.84043E-01
342,6.39091E+01,1.83190E+01,5.99898E+00,3.18831E+00,8.81531E-01
343,6.37148E+01,1.82651E+01,5.98176E+00,3.17943E+00,8.79033E-01
344,6.35217E+01,1.82115E+01,5.96463E+00,3.17060E+00,8.76549E-01
345,6.33298E+01,1.81582E+01,5.94761E+00,3.16183E+00,8.74079E-01
346,6.31392E+01,1.81052E+01,5.93068E+00,3.15310E+00,8.71622E-01
347,6.29497E+01,1.80526E+01,5.91384E+00,3.14442E+00,8.69179E-01
348,6.27614E+01,1.80002E+01,5.89710E+00,3.13578E+00,8.66750E-01
349,6.25742E+01,1.79482E+01,5.88046E+00,3.12720E+00,8.64333E-01
350,6.23882E+01,1.78965E+01,5.86391E+00,3.11866E+00,8.61930E-01
351,6.22034E+01,1.78451E+01,5.84746E+00,3.11017E+00,8.59541E-01
352,6.20197E+01,1.77940E+01,5.83110E+00,3.10172E+00,8.57164E-01
353,6.18371E+01,1.77432E+01,5.81483E+00,3.09332E+00,8.54800E-01
354,6.16556E+01,1.76927E+01,5.79866E+00,3.08497E+00,8.52449E-01
355,6.14752E+01,1.76424E+01,5.78257E+00,3.07667E+00,8.50111E-01
356,6.12960E+01,1.75925E+01,5.76658E+00,3.06840E+00,8.47786E-01
357,6.11178E+01,1.75429E+01,5.75067E+00,3.06019E+00,8.45474E-01
358,6.09407E+01,1.74935E+01,5.73486E+00,3.05202E+00,8.43174E-01
359,6.07647E+01,1.74445E+01,5.71913E+00,3.04389E+00,8.40886E-01
360,6.05897E+01,1.73957E+01,5.70349E+00,3.03581E+00,8.38611E-01
361,6.04158E+01,1.73472E+01,5.68794E+00,3.02777E+00,8.36348E-01
362,6.02430E+01,1.72990E+01,5.67248E+00,3.01977E+00,8.34097E-01
363,6.00711E+01,1.72510E+01,5.65710E+00,3.01182E+00,8.31859E-01
364,5.99003E+01,1.72034E+01,5.64180E+00,3.00391E+00,8.29632E-01
365,5.97305E+01,1.71560E+01,5.62659E+00,2.99604E+00,8.27418E-01
366,5.95618E+01,1.71088E+01,5.61147E+00,2.98821E+00,8.25215E-01
367,5.93940E+01,1.70620E+01,5.59643E+00,2.98043E+00,8.23024E-01
368,5.92272E+01,1.70154E+01,5.58147E+00,2.97269E+00,8.20845E-01
369,5.90615E+01,1.69690E+01,5.56659E+00,2.96499E+00,8.18677E-01
370,5.88966E+01,1.69230E+01,5.55180E+00,2.95733E+00,8.16522E-01
371,5.87328E+01,1.68771E+01,5.53708E+00,2.94971E+00,8.14377E-01
372,5.85699E+01,1.68316E+01,5.52245E+00,2.94213E+00,8.12244E-01
373,5.84080E+01,1.67863E+01,5.50789E+00,2.93459E+00,8.10122E-01
374,5.82470E+01,1.67412E+01,5.49342E+00,2.92709E+00,8.08012E-01
375,5.80870E+01,1.66964E+01,5.47902E+00,2.91963E+00,8.05913E-01
376,5.79279E+01,1.66519E+01,5.46470E+00,2.91221E+00,8.03824E-01
377,5.77697E+01,1.66076E+01,5.45046E+00,2.90482E+00,8.01747E-01
378,5.76125E+01,1.65635E+01,5.43630E+00,2.89748E+00,7.99681E-01
379,5.74561E+01,1.65197E+01,5.42221E+00,2.89018E+00,7.97626E-01
380,5.73006E+01,1.64762E+01,5.40820E+00,2.88291E+00,7.95581E-01
381,5.71461E+01,1.64328E+01,5.39426E+00,2.87568E+00,7.93547E-01
382,5.69924E+01,1.63897E+01,5.38040E+00,2.86849E+00,7.91524E-01
383,5.68396E+01,1.63469E+01,5.36661E+00,2.86133E+00,7.89511E-01
384,5.66877E+01,1.63042E+01,5.35290E+00,2.85422E+00,7.87509E-01
385,5.65366E+01,1.62618E+01,5.33926E+00,2.84714E+00,7.85517E-01
386,5.63865E+01,1.62197E+01,5.32569E+00,2.84009E+00,7.83536E-01
387,5.62371E+01,1.61777E+01,5.31219E+00,2.83308E+00,7.81565E-01
388,5.60886E+01,1.61360E+01,5.29877E+00,2.82611E+00,7.79604E-01
389,5.59410E+01,1.60945E+01,5.28541E+00,2.81917E+00,7.77653E-01
390,5.57941E+01,1.60533E+01,5.27213E+00,2.81227E+00,7.75712E-01
391,5.56481E+01,1.60122E+01,5.25891E+00,2.80541E+00,7.73781E-01
392,5.55029E+01,1.59714E+01,5.24577E+00,2.79858E+00,7.71861E-01
393,5.53586E+01,1.59308E+01,5.23269E+00,2.79178E+00,7.69950E-01
394,5.52150E+01,1.58904E+01,5.21969E+00,2.78502E+00,7.68049E-01
395,5.50722E+01,1.58502E+01,5.20675E+00,2.77829E+00,7.66157E-01
396,5.49302E+01,1.58103E+01,5.19387E+00,2.77160E+00,7.64276E-01
397,5.47891E+01,1.57705E+01,5.18107E+00,2.76494E+00,7.62403E-01
398,5.46487E+01,1.57310E+01,5.16833E+00,2.75831E+00,7.60541E-01
399,5.45090E+01,1.56917E+01,5.15566E+00,2.75172E+00,7.58688E-01
400,5.43701E+01,1.56525E+01,5.14305E+00,2.74516E+00,7.56844E-01
401,5.42320E+01,1.56136E+01,5.13051E+00,2.73863E+00,7.55010E-01
402,5.40947E+01,1.55749E+01,5.11803E+00,2.73213E+00,7.53184E-01
403,5.39581E+01,1.55364E+01,5.10562E+00,2.72567E+00,7.51369E-01
404,5.38222E+01,1.54981E+01,5.09327E+00,2.71924E+00,7.49562E-01
405,5.36871E+01,1.54599E+01,5.08098E+00,2.71284E+00,7.47764E-01
406,5.35527E+01,1.54220E+01,5.06876E+00,2.70647E+00,7.45976E-01
407,5.34191E+01,1.53843E+01,5.05659E+00,2.70014E+00,7.44196E-01
408,5.32861E+01,1.53468E+01,5.04449E+00,2.69383E+00,7.42425E-01
409,5.31539E+01,1.53094E+01,5.03246E+00,2.68756E+00,7.40663E-01
410,5.30224E+01,1.52723E+01,5.02048E+00,2.68132E+00,7.38910E-01
411,5.28916E+01,1.52353E+01,5.00856E+00,2.67510E+00,7.37166E-01
412,5.27615E+01,1.51985E+01,4.99670E+00,2.66892E+00,7.35430E-01
413,5.26321E+01,1.51620E+01,4.98491E+00,2.66277E+00,7.33703E-01
414,5.25033E+01,1.51256E+01,4.97317E+00,2.65665E+00,7.31984E-01
415,5.23753E+01,1.50894E+01,4.96149E+00,2.65056E+00,7.30274E-01
416,5.22479E+01,1.50533E+01,4.94987E+00,2.64449E+00,7.28573E-01
417,5.21212E+01,1.50175E+01,4.93831E+00,2.63846E+00,7.26879E-01
418,5.19952E+01,1.49818E+01,4.92680E+00,2.63245E+00,7.25194E-01
419,5.18698E+01,1.49463E+01,4.91535E+00,2.62648E+00,7.23518E-01
420,5.17451E+01,1.49110E+01,4.90396E+00,2.62053E+00,7.21849E-01
421,5.16211E+01,1.48759E+01,4.89263E+00,2.61461E+00,7.20189E-01
422,5.14977E+01,1.48409E+01,4.88135E+00,2.60872E+00,7.18537E-01
423,5.13749E+01,1.48061E+01,4.87012E+00,2.60286E+00,7.16892E-01
424,5.12528E+01,1.47715E+01,4.85896E+00,2.59703E+00,7.15256E-01
425,5.11313E+01,1.47371E+01,4.84784E+00,2.59122E+00,7.13628E-01
426,5.10104E+01,1.47028E+01,4.83678E+00,2.58544E+00,7.12008E-01
427,5.08902E+01,1.46687E+01,4.82578E+00,2.57969E+00,7.10395E-01
428,5.07705E+01,1.46348E+01,4.81483E+00,2.57396E+00,7.08790E-01
429,5.06515E+01,1.46010E+01,4.80393E+00,2.56827E+00,7.07193E-01
430,5.05331E+01,1.45674E+01,4.79308E+00,2.56260E+00,7.05604E-01
431,5.04153E+01,1.45339E+01,4.78229E+00,2.55695E+00,7.04022E-01
432,5.02981E+01,1.45007E+01,4.77155E+00,2.55133E+00,7.02448E-01
433,5.01815E+01,1.44675E+01,4.76086E+00,2.54574E+00,7.00882E-01
434,5.00655E+01,1.44346E+01,4.75023E+00,2.54018E+00,6.99323E-01
435,4.99501E+01,1.44018E+01,4.73964E+00,2.53464E+00,6.97771E-01
436,4.98352E+01,1.43691E+01,4.72910E+00,2.52912E+00,6.96227E-01
437,4.97210E+01,1.43366E+01,4.71862E+00,2.52363E+00,6.94690E-01
438,4.96073E+01,1.43043E+01,4.70819E+00,2.51817E+00,6.93160E-01
439,4.94941E+01,1.42721E+01,4.69780E+00,2.51273E+00,6.91637E-01
440,4.93816E+01,1.42401E+01,4.68747E+00,2.50732E+00,6.90122E-01
441,4.92696E+01,1.42083E+01,4.67718E+00,2.50193E+00,6.88614E-01
442,4.91581E+01,1.41765E+01,4.66694E+00,2.49657E+00,6.87113E-01
443,4.90472E+01,1.41450E+01,4.65675E+00,2.49123E+00,6.85619E-01
444,4.89369E+01,1.41136E+01,4.64661E+00,2.48592E+00,6.84132E-01
445,4.88271E+01,1.40823E+01,4.63652E+00,2.48063E+00,6.82652E-01
446,4.87178E+01,1.40512E+01,4.62647E+00,2.47536E+00,6.81179E-01
447,4.86091E+01,1.40202E+01,4.61647E+00,2.47012E+00,6.79713E-01
448,4.85009E+01,1.39894E+01,4.60652E+00,2.46490E+00,6.78253E-01
449,4.83933E+01,1.39587E+01,4.59662E+00,2.45970E+00,6.76800E-01
450,4.82861E+01,1.39281E+01,4.58676E+00,2.45453E+00,6.75355E-01
451,4.81795E+01,1.38977E+01,4.57694E+00,2.44938E+00,6.73915E-01
452,4.80734E+01,1.38675E+01,4.56717E+00,2.44426E+00,6.72483E-01
453,4.79678E+01,1.38373E+01,4.55745E+00,2.43916E+00,6.71057E-01
454,4.78628E+01,1.38074E+01,4.54777E+00,2.43408E+00,6.69637E-01
455,4.77582E+01,1.37775E+01,4.53814E+00,2.42902E+00,6.68224E-01
456,4.76541E+01,1.37478E+01,4.52855E+00,2.42398E+00,6.66818E-01
457,4.75506E+01,1.37183E+01,4.51901E+00,2.41897E+00,6.65418E-01
458,4.74475E+01,1.36888E+01,4.50950E+00,2.41398E+00,6.64024E-01
459,4.73449E+01,1.36595E+01,4.50005E+00,2.40901E+00,6.62637E-01
460,4.72428E+01,1.36304E+01,4.49063E+00,2.40407E+00,6.61256E-01
461,4.71412E+01,1.36013E+01,4.48126E+00,2.39914E+00,6.59881E-01
462,4.70401E+01,1.35724E+01,4.47193E+00,2.39424E+00,6.58513E-01
463,4.69394E+01,1.35436E+01,4.46264E+00,2.38936E+00,6.57150E-01
464,4.68393E+01,1.35150E+01,4.45340E+00,2.38450E+00,6.55794E-01
465,4.67396E+01,1.34865E+01,4.44419E+00,2.37966E+00,6.54444E-01
466,4.66403E+01,1.34581E+01,4.43503E+00,2.37485E+00,6.53100E-01
467,4.65415E+01,1.34298E+01,4.42591E+00,2.37005E+00,6.51762E-01
468,4.64432E+01,1.34017E+01,4.41683E+00,2.36527E+00,6.50430E-01
469,4.63454E+01,1.33737E+01,4.40779E+00,2.36052E+00,6.49104E-01
470,4.62480E+01,1.33458E+01,4.39879E+00,2.35578E+00,6.47784E-01
471,4.61510E+01,1.33181E+01,4.38983E+00,2.35107E+00,6.46470E-01
472,4.60545E+01,1.32904E+01,4.38092E+00,2.34638E+00,6.45162E-01
473,4.59585E+01,1.32629E+01,4.37204E+00,2.34170E+00,6.43859E-01
474,4.58629E+01,1.32355E+01,4.36320E+00,2.33705E+00,6.42562E-01
475,4.57677E+01,1.32083E+01,4.35440E+00,2.33242E+00,6.41271E-01
476,4.56730E+01,1.31811E+01,4.34563E+00,2.32780E+00,6.39986E-01
477,4.55787E+01,1.31541E+01,4.33691E+00,2.32321E+00,6.38706E-01
478,4.54848E+01,1.31272E+01,4.32822E+00,2.31863E+00,6.37432E-01
479,4.53914E+01,1.31004E+01,4.31958E+00,2.31408E+00,6.36164E-01
480,4.52983E+01,1.30737E+01,4.31097E+00,2.30954E+00,6.34901E-01
481,4.52057E+01,1.30471E+01,4.30240E+00,2.30502E+00,6.33643E-01
482,4.51135E+01,1.30207E+01,4.29386E+00,2.30053E+00,6.32392E-01
483,4.50218E+01,1.29944E+01,4.28536E+00,2.29605E+00,6.31145E-01
484,4.49304E+01,1.29681E+01,4.27690E+00,2.29159E+00,6.29904E-01
485,4.48395E+01,1.29420E+01,4.26848E+00,2.28714E+00,6.28668E-01
486,4.47489E+01,1.29160E+01,4.26009E+00,2.28272E+00,6.27438E-01
487,4.46588E+01,1.28902E+01,4.25174E+00,2.27832E+00,6.26213E-01
488,4.45691E+01,1.28644E+01,4.24343E+00,2.27393E+00,6.24993E-01
489,4.44797E+01,1.28387E+01,4.23515E+00,2.26956E+00,6.23779E-01
490,4.43908E+01,1.28132E+01,4.22690E+00,2.26521E+00,6.22570E-01
491,4.43022E+01,1.27877E+01,4.21869E+00,2.26088E+00,6.21366E-01
492,4.42141E+01,1.27624E+01,4.21052E+00,2.25657E+00,6.20167E-01
493,4.41263E+01,1.27372E+01,4.20238E+00,2.25227E+00,6.18973E-01
494,4.40389E+01,1.27120E+01,4.19428E+00,2.24799E+00,6.17784E-01
495,4.39519E+01,1.26870E+01,4.18621E+00,2.24373E+00,6.16601E-01
496,4.38653E+01,1.26621E+01,4.17817E+00,2.23949E+00,6.15422E-01
497,4.37791E+01,1.26373E+01,4.17017E+00,2.23526E+00,6.14248E-01
498,4.36932E+01,1.26126E+01,4.16220E+00,2.23105E+00,6.13080E-01
499,4.36077E+01,1.25880E+01,4.15426E+00,2.22686E+00,6.11916E-01
500,4.35226E+01,1.25635E+01,4.14636E+00,2.22268E+00,6.10757E-01
501,4.34378E+01,1.25391E+01,4.13849E+00,2.21852E+00,6.09603E-01
502,4.33534E+01,1.25148E+01,4.13066E+00,2.21438E+00,6.08454E-01
503,4.32694E+01,1.24906E+01,4.12285E+00,2.21026E+00,6.07310E-01
504,4.31857E+01,1.24665E+01,4.11508E+00,2.20615E+00,6.06171E-01
505,4.31024E+01,1.24425E+01,4.10735E+00,2.20206E+00,6.05036E-01
506,4.30195E+01,1.24186E+01,4.09964E+00,2.19798E+00,6.03906E-01
507,4.29369E+01,1.23948E+01,4.09196E+00,2.19392E+00,6.02781E-01
508,4.28546E+01,1.23711E+01,4.08432E+00,2.18988E+00,6.01660E-01
509,4.27727E+01,1.23475E+01,4.07671E+00,2.18586E+00,6.00544E-01
510,4.26911E+01,1.23240E+01,4.06913E+00,2.18184E+00,5.99433E-01
511,4.26099E+01,1.23006E+01,4.06158E+00,2.17785E+00,5.98326E-01
512,4.25291E+01,1.22773E+01,4.05406E+00,2.17387E+00,5.97224E-01
513,4.24485E+01,1.22541E+01,4.04658E+00,2.16991E+00,5.96126E-01
514,4.23683E+01,1.22309E+01,4.03912E+00,2.16596E+00,5.95033E-01
515,4.22885E+01,1.22079E+01,4.03169E+00,2.16203E+00,5.93945E-01
516,4.22089E+01,1.21850E+01,4.02430E+00,2.15811E+00,5.92860E-01
517,4.21297E+01,1.21621E+01,4.01693E+00,2.15421E+00,5.91781E-01
518,4.20509E+01,1.21394E+01,4.00959E+00,2.15032E+00,5.90705E-01
519,4.19723E+01,1.21167E+01,4.00229E+00,2.14645E+00,5.89634E-01
520,4.18941E+01,1.20941E+01,3.99501E+00,2.14260E+00,5.88568E-01
521,4.18162E+01,1.20716E+01,3.98776E+00,2.13876E+00,5.87505E-01
522,4.17386E+01,1.20492E+01,3.98054E+00,2.13493E+00,5.86447E-01
523,4.16614E+01,1.20269E+01,3.97335E+00,2.13112E+00,5.85394E-01
524,4.15845E+01,1.20047E+01,3.96619E+00,2.12732E+00,5.84344E-01
525,4.15078E+01,1.19826E+01,3.95906E+00,2.12354E+00,5.83299E-01
526,4.14315E+01,1.19605E+01,3.95195E+00,2.11977E+00,5.82258E-01
527,4.13555E+01,1.19386E+01,3.94488E+00,2.11602E+00,5.81221E-01
528,4.12798E+01,1.19167E+01,3.93783E+00,2.11228E+00,5.80188E-01
529,4.12044E+01,1.18949E+01,3.93081E+00,2.10856E+00,5.79160E-01
530,4.11293E+01,1.18732E+01,3.92381E+00,2.10485E+00,5.78135E-01
531,4.10546E+01,1.18516E+01,3.91685E+00,2.10115E+00,5.77115E-01
532,4.09801E+01,1.18300E+01,3.90991E+00,2.09747E+00,5.76098E-01
533,4.09059E+01,1.18086E+01,3.90300E+00,2.09380E+00,5.75086E-01
534,4.08320E+01,1.17872E+01,3.89611E+00,2.09015E+00,5.74077E-01
535,4.07584E+01,1.17659E+01,3.88926E+00,2.08651E+00,5.73073E-01
536,4.06851E+01,1.17447E+01,3.88243E+00,2.08288E+00,5.72073E-01
537,4.06121E+01,1.17236E+01,3.87562E+00,2.07927E+00,5.71076E-01
538,4.05394E+01,1.17026E+01,3.86885E+00,2.07567E+00,5.70083E-01
539,4.04670E+01,1.16816E+01,3.86209E+00,2.07209E+00,5.69095E-01
540,4.03948E+01,1.16607E+01,3.85537E+00,2.06851E+00,5.68110E-01
541,4.03230E+01,1.16399E+01,3.84867E+00,2.06495E+00,5.67129E-01
542,4.02514E+01,1.16192E+01,3.84200E+00,2.06141E+00,5.66152E-01
543,4.01801E+01,1.15986E+01,3.83535E+00,2.05788E+00,5.65178E-01
544,4.01091E+01,1.15780E+01,3.82873E+00,2.05436E+00,5.64209E-01
545,4.00383E+01,1.15575E+01,3.82213E+00,2.05085E+00,5.63243E-01
546,3.99678E+01,1.15371E+01,3.81556E+00,2.04736E+00,5.62281E-01
547,3.98977E+01,1.15168E+01,3.80901E+00,2.04388E+00,5.61323E-01
548,3.98277E+01,1.14965E+01,3.80249E+00,2.04041E+00,5.60368E-01
549,3.97581E+01,1.14764E+01,3.79599E+00,2.03695E+00,5.59417E-01
550,3.96887E+01,1.14563E+01,3.78952E+00,2.03351E+00,5.58469E-01
551,3.96196E+01,1.14362E+01,3.78307E+00,2.03008E+00,5.57526E-01
552,3.95507E+01,1.14163E+01,3.77665E+00,2.02666E+00,5.56586E-01
553,3.94822E+01,1.13964E+01,3.77025E+00,2.02326E+00,5.55649E-01
554,3.94138E+01,1.13766E+01,3.76387E+00,2.01987E+00,5.54716E-01
555,3.93458E+01,1.13569E+01,3.75752E+00,2.01649E+00,5.53787E-01
556,3.92780E+01,1.13372E+01,3.75119E+00,2.01312E+00,5.52861E-01
557,3.92104E+01,1.13176E+01,3.74489E+00,2.00976E+00,5.51938E-01
558,3.91431E+01,1.12981E+01,3.73861E+00,2.00642E+00,5.51020E-01
559,3.90761E+01,1.12787E+01,3.73235E+00,2.00309E+00,5.50104E-01
560,3.90093E+01,1.12593E+01,3.72612E+00,1.99977E+00,5.49192E-01
561,3.89428E+01,1.12400E+01,3.71991E+00,1.99646E+00,5.48284E-01
562,3.88765E+01,1.12208E+01,3.71372E+00,1.99317E+00,5.47379E-01
563,3.88105E+01,1.12016E+01,3.70755E+00,1.98988E+00,5.46477E-01
564,3.87447E+01,1.11825E+01,3.70141E+00,1.98661E+00,5.45578E-01
565,3.86791E+01,1.11635E+01,3.69529E+00,1.98335E+00,5.44683E-01
566,3.86139E+01,1.11446E+01,3.68920E+00,1.98010E+00,5.43792E-01
567,3.85488E+01,1.11257E+01,3.68312E+00,1.97686E+00,5.42903E-01
568,3.84840E+01,1.11069E+01,3.67707E+00,1.97364E+00,5.42018E-01
569,3.84194E+01,1.10881E+01,3.67104E+00,1.97042E+00,5.41137E-01
570,3.83551E+01,1.10695E+01,3.66503E+00,1.96722E+00,5.40258E-01
571,3.82910E+01,1.10509E+01,3.65904E+00,1.96403E+00,5.39383E-01
572,3.82271E+01,1.10323E+01,3.65307E+00,1.96084E+00,5.38511E-01
573,3.81635E+01,1.10138E+01,3.64713E+00,1.95767E+00,5.37642E-01
574,3.81001E+01,1.09954E+01,3.64121E+00,1.95452E+00,5.36776E-01
575,3.80369E+01,1.09771E+01,3.63531E+00,1.95137E+00,5.35914E-01
576,3.79740E+01,1.09588E+01,3.62943E+00,1.94823E+00,5.35054E-01
577,3.79113E+01,1.09406E+01,3.62357E+00,1.94511E+00,5.34198E-01
578,3.78488E+01,1.09224E+01,3.61773E+00,1.94199E+00,5.33345E-01
579,3.77866E+01,1.09044E+01,3.61191E+00,1.93889E+00,5.32495E-01
580,3.77246E+01,1.08863E+01,3.60612E+00,1.93579E+00,5.31648E-01
581,3.76628E+01,1.08684E+01,3.60034E+00,1.93271E+00,5.30805E-01
582,3.76012E+01,1.08505E+01,3.59459E+00,1.92964E+00,5.29964E-01
583,3.75398E+01,1.08327E+01,3.58885E+00,1.92658E+00,5.29126E-01
584,3.74787E+01,1.08149E+01,3.58314E+00,1.92353E+00,5.28291E-01
585,3.74178E+01,1.07972E+01,3.57745E+00,1.92049E+00,5.27460E-01
586,3.73571E+01,1.07795E+01,3.57177E+00,1.91746E+00,5.26631E-01
587,3.72966E+01,1.07620E+01,3.56612E+00,1.91444E+00,5.25805E-01
588,3.72363E+01,1.07444E+01,3.56048E+00,1.91143E+00,5.24983E-01
589,3.71763E+01,1.07270E+01,3.55487E+00,1.90843E+00,5.24163E-01
590,3.71164E+01,1.07096E+01,3.54927E+00,1.90544E+00,5.23346E-01
591,3.70568E+01,1.06922E+01,3.54370E+00,1.90246E+00,5.22532E-01
592,3.69974E+01,1.06750E+01,3.53814E+00,1.89949E+00,5.21721E-01
593,3.69381E+01,1.06577E+01,3.53261E+00,1.89653E+00,5.20912E-01
594,3.68791E+01,1.06406E+01,3.52709E+00,1.89358E+00,5.20107E-01
595,3.68203E+01,1.06235E+01,3.52159E+00,1.89064E+00,5.19305E-01
596,3.67617E+01,1.06064E+01,3.51611E+00,1.88771E+00,5.18505E-01
597,3.67033E+01,1.05894E+01,3.51065E+00,1.88479E+00,5.17708E-01
598,3.66452E+01,1.05725E+01,3.50521E+00,1.88188E+00,5.16914E-01
599,3.65872E+01,1.05557E+01,3.49979E+00,1.87898E+00,5.16123E-01
600,3.65294E+01,1.05388E+01,3.49438E+00,1.87609E+00,5.15334E-01
601,3.64718E+01,1.05221E+01,3.48900E+00,1.87321E+00,5.14548E-01
602,3.64144E+01,1.05054E+01,3.48363E+00,1.87034E+00,5.13765E-01
603,3.63572E+01,1.04888E+01,3.47828E+00,1.86748E+00,5.12985E-01
604,3.63002E+01,1.04722E+01,3.47295E+00,1.86463E+00,5.12207E-01
605,3.62434E+01,1.04556E+01,3.46764E+00,1.86178E+00,5.11433E-01
606,3.61868E+01,1.04392E+01,3.46235E+00,1.85895E+00,5.10660E-01
607,3.61304E+01,1.04227E+01,3.45707E+00,1.85613E+00,5.09891E-01
608,3.60742E+01,1.04064E+01,3.45181E+00,1.85331E+00,5.09124E-01
609,3.60182E+01,1.03901E+01,3.44657E+00,1.85050E+00,5.08360E-01
610,3.59623E+01,1.03738E+01,3.44135E+00,1.84771E+00,5.07598E-01
611,3.59067E+01,1.03576E+01,3.43614E+00,1.84492E+00,5.06839E-01
612,3.58512E+01,1.03415E+01,3.43095E+00,1.84214E+00,5.06083E-01
613,3.57959E+01,1.03254E+01,3.42578E+00,1.83937E+00,5.05329E-01
614,3.57409E+01,1.03093E+01,3.42063E+00,1.83661E+00,5.04578E-01
615,3.56859E+01,1.02934E+01,3.41549E+00,1.83386E+00,5.03829E-01
616,3.56312E+01,1.02774E+01,3.41037E+00,1.83112E+00,5.03083E-01
617,3.55767E+01,1.02616E+01,3.40527E+00,1.82838E+00,5.02339E-01
618,3.55223E+01,1.02457E+01,3.40018E+00,1.82566E+00,5.01598E-01
619,3.54682E+01,1.02299E+01,3.39511E+00,1.82294E+00,5.00860E-01
620,3.54142E+01,1.02142E+01,3.39006E+00,1.82024E+00,5.00124E-01
621,3.53604E+01,1.01986E+01,3.38503E+00,1.81754E+00,4.99390E-01
622,3.53067E+01,1.01829E+01,3.38001E+00,1.81485E+00,4.98659E-01
623,3.52533E+01,1.01674E+01,3.37501E+00,1.81216E+00,4.97930E-01
624,3.52000E+01,1.01518E+01,3.37002E+00,1.80949E+00,4.97204E-01
625,3.51469E+01,1.01364E+01,3.36505E+00,1.80683E+00,4.96480E-01
626,3.50939E+01,1.01210E+01,3.36010E+00,1.80417E+00,4.95759E-01
627,3.50412E+01,1.01056E+01,3.35516E+00,1.80152E+00,4.95040E-01
628,3.49886E+01,1.00903E+01,3.35024E+00,1.79888E+00,4.94323E-01
629,3.49362E+01,1.00750E+01,3.34533E+00,1.79625E+00,4.93609E-01
630,3.48839E+01,1.00598E+01,3.34045E+00,1.79363E+00,4.92897E-01
631,3.48319E+01,1.00446E+01,3.33557E+00,1.79102E+00,4.92188E-01
632,3.47799E+01,1.00295E+01,3.33071E+00,1.78841E+00,4.91481E-01
633,3.47282E+01,1.00144E+01,3.32587E+00,1.78581E+00,4.90776E-01
634,3.46766E+01,9.99939E+00,3.32105E+00,1.78322E+00,4.90074E-01
635,3.46252E+01,9.98441E+00,3.31623E+00,1.78064E+00,4.89373E-01
636,3.45740E+01,9.96948E+00,3.31144E+00,1.77807E+00,4.88676E-01
637,3.45229E+01,9.95460E+00,3.30666E+00,1.77550E+00,4.87980E-01
638,3.44720E+01,9.93977E+00,3.30189E+00,1.77294E+00,4.87287E-01
639,3.44213E+01,9.92498E+00,3.29714E+00,1.77039E+00,4.86596E-01
640,3.43707E+01,9.91024E+00,3.29241E+00,1.76785E+00,4.85907E-01
641,3.43202E+01,9.89554E+00,3.28769E+00,1.76531E+00,4.85220E-01
642,3.42700E+01,9.88090E+00,3.28299E+00,1.76279E+00,4.84536E-01
643,3.42199E+01,9.86629E+00,3.27830E+00,1.76027E+00,4.83854E-01
644,3.41699E+01,9.85174E+00,3.27362E+00,1.75776E+00,4.83174E-01
645,3.41201E+01,9.83723E+00,3.26896E+00,1.75526E+00,4.82496E-01
646,3.40705E+01,9.82277E+00,3.26431E+00,1.75276E+00,4.81821E-01
647,3.40210E+01,9.80835E+00,3.25968E+00,1.75027E+00,4.81148E-01
648,3.39717E+01,9.79397E+00,3.25507E+00,1.74779E+00,4.80476E-01
649,3.39225E+01,9.77964E+00,3.25047E+00,1.74532E+00,4.79807E-01
650,3.38735E+01,9.76536E+00,3.24588E+00,1.74285E+00,4.79141E-01
651,3.38247E+01,9.75112E+00,3.24130E+00,1.74039E+00,4.78476E-01
652,3.37760E+01,9.73692E+00,3.23675E+00,1.73794E+00,4.77813E-01
653,3.37274E+01,9.72277E+00,3.23220E+00,1.73550E+00,4.77153E-01
654,3.36790E+01,9.70866E+00,3.22767E+00,1.73307E+00,4.76494E-01
655,3.36307E+01,9.69460E+00,3.22315E+00,1.73064E+00,4.75838E-01
656,3.35826E+01,9.68058E+00,3.21865E+00,1.72822E+00,4.75184E-01
657,3.35347E+01,9.66660E+00,3.21416E+00,1.72580E+00,4.74532E-01
658,3.34869E+01,9.65266E+00,3.20969E+00,1.72340E+00,4.73882E-01
659,3.34392E+01,9.63877E+00,3.20522E+00,1.72100E+00,4.73234E-01
